M-1-0277,16248,,,,,,Standard,Regular,,7187,Saiful Telecom,"Rajendrapur Bazar. Sreepur. Gazipur , Post Code: 1741, City: Gazipur",Gazipur,Gazipur,01716198722
M-1-0277,16290,,,,,,Standard,Regular,,627,Mochak Computer,"Shehala Bazar. Dolautpur. kushtia , Post Code: 7052, City: Kustia",Kushtia,Kushtia,01712621432
M-1-0277,16508,,,,,,Standard,Regular,,3150,M/S. Rose Enterprise,"Lobonchora Bazar. Shipyard. Khulna , Post Code: 9201, City: Khulna",Khulna Kotwali,Khulna,01711579233
M-1-0277,16528,,,,,,Standard,Regular,,2100,Porshi Telecom,"Shardah Bazar. Charghat. Rajshahi. , Post Code: 6271, City: Rajshahi",Rajshahi,Rajshahi,01718821289
M-1-0277,16533,,,,,,Standard,Regular,,1625,Barek Ta Telecom-2,"2. Narinda Road. Sutrapur. Dhaka , Post Code: 1100, City: Dhaka",Sutrapur,Dhaka,01715506309
M-1-0277,16559,,,,,,Standard,Regular,,2340,Ma Electrics,"Bidirpur More. Sadar. Chapai Nawabganj , Post Code: 6300, City: Chapinawabganj",Chapainawabganj Sadar,Chapainawabganj,01728718317
M-1-0277,16563,,,,,,Standard,Regular,,164,Aktel Shop,"Muktizudda Bhaban. Osmani Road. Nabigonj. Habigonj , Post Code: 3370, City: Hobiganj",Habiganj Sadar,Habiganj,01711707320
M-1-0277,16588,,,,,,Standard,Regular,,1571,Ma Enterprise And Telecom Center,"Bus Stand Road. Nandail. Mymensingh , Post Code: 2200, City: Mymensingh",Mymensingh,Mymensingh,01712366267
M-1-0277,16590,,,,,,Standard,Regular,,4323,Toma Telecom Center,"Gorgoriya Master Bari, Sreepur, Gazipur , Post Code: 1740, City: Gazipur",Gazipur,Gazipur,01728166255
M-1-0277,16617,,,,,,Standard,Regular,,1865,KAHAF TELECOM Grameenphone Express,"GUABARI BAZAR PATANTULA SYLHET, , Post Code: 3100, City: Sylhet",Jalalabad,Sylhet,01715944937
M-1-0277,16651,,,,,,Standard,Regular,,2000,M/S. G.S Telecom,"A-126 Uposhahar. Sector-1. Sopura. Boalia. Rajshahi , Post Code: 6000, City: Rajshahi",Rajshahi,Rajshahi,1763763321
M-1-0277,16671,,,,,,Standard,Regular,,2062,Sakhawat Telecom,"Upazila Digital Center, Tongibari Upazila Complex, Tongibari, Munshigonj , Post Code: 1520, City: Munshiganj",Munshigonj Sadar,Munshiganj,01766244288
M-1-0277,16685,,,,,,Standard,Regular,,1608,Safeway Telecom,"4no.Surma Tower Nistola.Sylhet , Post Code: 3100, City: Sylhet",Jalalabad,Sylhet,01734854386
M-1-0277,16720,,,,,,Standard,Regular,,211,M/S Hamid Store,"Olipur Gate Shaistaganj. Habiganj , Post Code: 3300, City: Hobiganj",Habiganj Sadar,Habiganj,01711325718
M-1-0277,16724,,,,,,Standard,Regular,,2650,mustafa kamal,"1/j/1 central bashaboo,modina road,dhaka-1214 , Post Code: 1214, City: Dhaka",Sabujbag,Dhaka,1714225592
M-1-0277,16726,,,,,,Standard,Regular,,1504,Ocean Telecom,"Thakurganj Bazar. Dimla. Nilphamari , Post Code: 5350, City: Nilphamari",Nilphamari Sadar,Nilphamari,01761269821
M-1-0277,16730,,,,,,Standard,Regular,,2400,md Ebadur  rahman,"SHOVO TELECOM-1 AZIZ SUPER MARKET ZAKIGONJ . BAZAAR , Post Code: 3190, City: Sylhet",Jalalabad,Sylhet,01715746550
M-1-0277,16735,,,,,,Standard,Regular,,5290,M. N Stationary,"142. wayapda Road. West Rampura. Rampura. Dhaka-1219 , Post Code: 1219, City: Dhaka",Rampura,Dhaka,01836672121
M-1-0277,16739,,,,,,Standard,Regular,,438,Babul Store,"Northway Motel,Sherpur Road Bogra Sadar,Bogra. , Post Code: 5800, City: Bogra",Bogra Sadar,Bogra,01708000400
M-1-0277,16797,,,,,,Standard,Regular,,2113,New Telecom,"T.N.T Road.Atpara.Netrakona , Post Code: 2470, City: Netrakona",Netrakona Sadar,Netrakona,01720606249
M-1-0277,16799,,,,,,Standard,Express,,1590,Abbas & Brothers Store,"Fullbari Bazar. Kaliakair. Gazipur. , Post Code: 1751, City: Gazipur",Gazipur,Gazipur,01711515443
M-1-0277,16818,,,,,,Standard,Regular,,1515,M Com Service,"Safipur Bazar. Kaliakair. Gazipur. , Post Code: 1751, City: Gazipur",Gazipur,Gazipur,01714980236
M-1-0277,16823,,,,,,Standard,Regular,,1024,Piyantho Telecom,"Mogra Bazar, Akhaura, Brahmanbaria , Post Code: 3450, City: Brahmanbaria",Brahmanbaria Sadar,Brahmanbaria,01733694123
M-1-0277,16828,,,,,,Standard,Regular,,1850,Bismillah Telecom,"Kazi Market, 1st Floor, Tongibari, Munshigonj , Post Code: 1520, City: Munshiganj",Munshigonj Sadar,Munshiganj,1911525481
M-1-0277,16859,,,,,,Standard,Regular,,1850,Sarodadebi Pharmacy & Telecom,"Chornarchor Bazar.PO-Chornarchor.PS-Derai.Dist-Sunamgonj , Post Code: 3000, City: Sunamganj",Sunamganj Sadar,Sunamganj,01740973387
M-1-0277,16861,,,,,,Standard,Regular,,2752,Chadpur Telecom,"1. Rail gate. Tejgaon. Dhaka-1215 , Post Code: 1215, City: Dhaka",Tejgaon,Dhaka,01755654339
M-1-0277,16862,,,,,,Standard,Regular,,194,Lotif Telecom,"Sirajganj Bazar, Chhatak, Sunamganj , Post Code: 3000, City: Sunamganj",Sunamganj Sadar,Sunamganj,01719374357
M-1-0277,16863,,,,,,Standard,Regular,,1880,Fagoon Audio And phone,"Chatul Bazar. P.S Kanaighat. Dist Sylhet. , Post Code: 3100, City: Sylhet",Jalalabad,Sylhet,01710343402
M-1-0277,16864,,,,,,Standard,Regular,,1561,Media Telecom,"Baniagram. Katiadi. Kishoregonj , Post Code: 2300, City: Kishoreganj",Kishoregonj Sadar,Kishoreganj,01725778778
M-1-0277,16866,,,,,,Standard,Regular,,4497,M/S. Barmi Telecom,"Shahid,Barmi Bazir. Srepur. Gazipur. , Post Code: 1743, City: Gazipur",Gazipur,Gazipur,01711512837
M-1-0277,16873,,,,,,Standard,Regular,,1980,Foysal Electronics & Telecom,"Nitul Market.Puler Ghat..Pakundia.Kishoregonj , Post Code: 2300, City: Kishoreganj",Kishoregonj Sadar,Kishoreganj,01711324341
M-1-0277,16874,,,,,,Standard,Regular,,1590,Bhai Bhai Telecom,"Baligoan Bazar, Adjecent to Patrol Pump, Tongi Bari, Munshigonj. , Post Code: 1522, City: Munshiganj",Munshigonj Sadar,Munshiganj,01911918586
M-1-0277,16876,,,,,,Standard,Regular,,1948,Addcom System's,"Lama Bazar. Sylhet Sadar. Sylhet. , Post Code: 3100, City: Sylhet",Jalalabad,Sylhet,01712606300
M-1-0277,16877,,,,,,Standard,Regular,,4489,Onike Enterprise,"40.South Kunipara. Tejgaon. Dhaka-1208 , Post Code: 1208, City: Dhaka",Tejgaon,Dhaka,01674876129
M-1-0277,16879,,,,,,Standard,Regular,,1950,Right Click Multimidea,"123.A.B Guho Road. Sadar.Mymensingh , Post Code: 2200, City: Mymensingh",Mymensingh,Mymensingh,01722078325
M-1-0277,16882,,,,,,Standard,Regular,,1890,Mubin Telecom,"Thaherpur Bazar. Bagmara. Rajshahi , Post Code: 6251, City: Rajshahi",Rajshahi,Rajshahi,01718661221
M-1-0277,16883,,,,,,Standard,Regular,,161,Abul Enterprise,"Patkelghata Kalibari Road. Tala. Satkhira. , Post Code: 9420, City: Satkhira",Satkhira Sadar,Satkhira,01719032383
M-1-0277,16885,,,,,,Standard,Regular,,1529,Turzo Telecom,"Deuti Bazar. Pirgacha. Rangpur. , Post Code: 5450, City: Rangpur",Rangpur,Rangpur,01748965682
M-1-0277,16887,,,,,,Standard,Regular,,161,Dotta Telecom & Electronics,"Jethua Bazar. Tala. Satkhira. , Post Code: 9420, City: Satkhira",Satkhira Sadar,Satkhira,01713634166
M-1-0277,16901,,,,,,Standard,Regular,,123,Hanif Cloth Store And Center,"Mongalkata Bazar.PO-Mongalkata.PS-Sunamgonj Sadar.Dist-Sunamgonj , Post Code: 3000, City: Sunamganj",Sunamganj Sadar,Sunamganj,01711912270
M-1-0277,16903,,,,,,Standard,Regular,,499,Turzo Telecom,"Deuti Bazar. Pirgacha. Rangpur. , Post Code: 5450, City: Rangpur",Rangpur,Rangpur,01748965682
M-1-0277,16905,,,,,,Standard,Regular,,1898,M/S. Liton Traders,"Bottoly Bazar. Niamatpur. Naogaon , Post Code: 6520, City: Naogaon",Naogaon Sadar,Naogaon,01747256134
M-1-0277,16910,,,,,,Standard,Regular,,279,M/S Hello Nababganj,"Highschool Road, Nawabagnj, Dinajpur , Post Code: 5280, City: Dinajpur",Dinajpur Sadar,Dinajpur,01767445583
M-1-0277,16913,,,,,,Standard,Regular,,195,Shajahan Ali (Sumon),"Gouripar,Phulbari,Dinajpur , Post Code: 5260, City: Dinajpur",Dinajpur Sadar,Dinajpur,1710570757
